account,ticker
0xc8c4518eB0Ab90A1D66cddC092eeADDb083c44AE,xau
0x6A949e9d3D012d5648E0d00091A3f1313fa70b2E,xau
0x8b161d04fEdD6c1516787556B5B1C9b6Bb3AfA69,xau
0x3672a81a7E958F6F93A2dEAC3145A55e69368F4f,eth
0x80670258819CD986662E53A9a746d2a16AdaA45C,xau
0x0bab059294A4ab7e4D7da69E2bE4775acF9cB21D,xau
0xe359569C5E6F291e728EC9cd1AB15D6370261c33,gbp
0x7515dBbA1dCb9b05859d0840b0E6348F77c293C6,eth
0x546fe47eF70b1da36dFc3aE959bd5253030C34C9,xau
0xbf4f442aE1d9EA02599768633ed2736cc7BFdA4d,eth
0x23846cc314F9b80412d9fB88b5DF52dC59980965,eur
0x8b161d04fEdD6c1516787556B5B1C9b6Bb3AfA69,pepe
0x545A8AA793D319efb3D3221756015d2685A424c4,eur
0x7515dBbA1dCb9b05859d0840b0E6348F77c293C6,btc
0x8b161d04fEdD6c1516787556B5B1C9b6Bb3AfA69,eth
0x30B65eBe3920918eA98FC38bEA3E69606a1b539d,btc
0x4318F606305EeA9ff0A849d6b92F226B7Ba1Db32,xau
0xdf3151E1C47AFc6F28f5993eEA4574d8ae952E66,eth
0x5ED18a970372C20218C49Ddde947f14853c985a6,xau
0x70d34EC2287C8A0aB7A51f479a3d4Af4495b80FB,xau
0xf113E27cd8651c218ECAe167eD9f754BBFa0c461,btc
0xb94b248C2D4eB8e2FA9E7d1b43e04BeF7f15030F,btc
0x9F927B40c1DCc0aA9Dbd9F704B7F8cEFCd52C2de,btc
0x6962f2911BBe5cC18f81A0D3369CE94d60cFc977,eur
0xA9Cd8d5941Ca4980ab144AD80f978d22827f9630,eth
0x8888991A37eE39fbf6f66b64C4481afD55cba89a,xau
0xFEC4ADBd81F94e2107d4dE5d050eAA2ce8d25Dc8,gbp
0xcCb4d483deb26C5Eec1c997493038A20a3CdfbAA,link
0x49859d5b59Ff9D3A1FF3c64Af43D0F20bC8A9862,eth
0x50E08C812B626030DddfDA71F26166eeAb45a003,xau
0x3f6a77379E21deC219Dd42DFf941f5e57B64357B,eth
0x34C916406bCF00EC751ce7B07fF3AAB2a0D6F2f0,aud
0xa70481f35685B5c9Db3F4a398999B56E16175370,eth
0x8b161d04fEdD6c1516787556B5B1C9b6Bb3AfA69,xag
0xe9A5d0C808E5a2C89822c2a7D1F3d531136ADce4,btc
0x803844f41Ff22e07BbC6B23939F1329be101125A,pepe
0x49859d5b59Ff9D3A1FF3c64Af43D0F20bC8A9862,btc
0x1025F88Bb2648FfbC6B8922cA23d7df27e8c0D58,eth
0x44970EFAE18DA22c9FD0cca40249b462984A486C,eth
0x17282BDbb7290Dc2d58C1110134ca46375193161,link
0xC250aB657cBeBBb10715A5dd46A42F729e30E853,gbp
0x502ac27417E5D18a324AC06299CE6F9cC5478eA1,bnb
0x4fcEFB4aFb205C8BAe8BcF44604a3cD9754955d0,bnb
0x0606C229F0918C2EdEa92a894E9d09728697F5F1,link
0x5CaA31E5DA0D48c5177936E6f73A123C317340e1,btc
0xD2D9e9395EDC8eFD6AAD016f34b9e8566F5F8c3f,eth
0x80C257De9E2895d897a94bA72c056eF344B99d0b,op
0x25E5aFD40578F6fef45eFE7034ED3b76eD6B49c7,eth
0xf8bc4F47A49cB93FE7a71e6f538958C531120316,btc
0xDA446aD254578315AeeaEEaD555B0ABB0cdEFDdf,btc
0xd83DdCDB1869D01621Bcd87fa70973620f876e45,btc
0xd83DdCDB1869D01621Bcd87fa70973620f876e45,eur
0x0f3FdE786F64c5ab8805CE6d021b4612c39e9b89,eth
0xd83DdCDB1869D01621Bcd87fa70973620f876e45,eth
0x0a0f80527E40458Bcc7D0414D5a916910f9421E5,matic
0x68e1a22E16325BdA8969ae39226EFB8d442053f6,btc
0xa1d7352b183988b5406cd88a3B79ab5097E79c3B,pepe
0x0FB06fBc566E435c297a6c61b9624D1A48829417,eth
0x50E08C812B626030DddfDA71F26166eeAb45a003,xag
0x5CaA31E5DA0D48c5177936E6f73A123C317340e1,eth
0x6598daA1c33756a220Af53047733889e07B1c054,doge
0x108Fe2f8dE35F2B9C2FF265B25BEc0d90f844b32,eth
0xcB97b17C4370C4a01b977cb377eD2D4eAa53ada8,flow
0xc40CC3745895ff651470A6e53B50a470630F3C55,eth
0x9e440BD0C6ba66ff3924A4FD6dA097264f07e239,btc
0xb524Ea1f6d0d7A1338f0a74A4438F46C96bD4D6b,btc
0x21E879e13310780C92f861504243E46085458A18,xau
0x18ECefdD81aD77ae2a44AE8eE777671B377505ec,eth
0xd83DdCDB1869D01621Bcd87fa70973620f876e45,gmx
0x4318F606305EeA9ff0A849d6b92F226B7Ba1Db32,btc
0x1679A0f5ca0362a0796922af8E71B853FA7200b0,eth
0xCE9BdFe0235f0fa7Ab7967b3F50583763B31B0f2,gmx
0xCd10F723863A03A12C5cBCFa84de567CaA169AF6,btc
0xB4E9C31864D9c48F68746aE543aa1966048dC800,atom
0x78e719E493bda423ff3D74922345d170589852E0,btc
0x91a52FcfDb08A46DB9D96f79eAd5C2E0D4c1800D,eth
0x5EEc58c98cAe51d65b6457536DeD3322467C9f92,link
0x7C3B5646F69AA819e13d599B6f292Be97c776Fb4,btc
0x91F8414350389Cf94bdD142e09F538c1bc2C31ad,xau
0xCA7DFB5Ca152Ba58a630792ade9d47c74c7dB9b7,eth
0xF6fc8fD5FDE4243b8aaeaB31D851c440C6A0C1cE,btc
0x0a2a722A0D62Da51b4b1685181c74E1Db6ab948b,btc
0xbbb2A9bdc42939dB1965a3CDF1a123E512254900,bnb
0xA20804eE7C319832F923fd4817fD48E998Bf384F,eth
0x8c93814e18c4491DfeAef9855c289B18AB88E05D,xau
0xe8D1D2DabDcF90aF858dA87359B0ddaD8dE6B169,eth
0x649A6132a00ad0B41cb30D7fceC537E03374A852,aud
0x03C2597F76A9eF892E69Da2bF206221c7B083C5F,eth
0xC84DCe8c7dBC07b0121E8148f9804c596caC4b8A,xau
0x888110a88110796b5d66A85aa4bFD59817D41680,eth
0xfb9911537369fD50Ba4F8479beDe88B2158feF7a,ftm
0x3524A28d1F528f05682854f28165E04a395eEf05,btc
0x793e7EE6CE1523E8d497408D3D5f8B628868DC3C,btc
0x8dc1944AdA7E5d3d9537C542E418d951080142D8,btc
0x64669548DCc57C2D542b7fDDceea05ef5037d7D4,eth
0x62cab0F6f40CC3BE17c47cc693b99FFB96bA8f09,eth
0x459F550DA937c1f8a1E06e6BF50e179a489159af,eth
0x9A09d4b9ab38e16eA758e3346B86E67f16A64AA3,eth
0xCc0332BB85D234DdeB253220A0ce2aD6288F7Bd6,eth
0xA578a27bF20711f52521abd8E37cA67733a3C4E1,btc
0xF6fc8fD5FDE4243b8aaeaB31D851c440C6A0C1cE,eth
0xb809fb16363514F33f12049956e2141E3F049929,xau
0x00a042B1D6acAdebBAaCCfE2cD95BFe42b1c5b4b,ltc
0xFEC4ADBd81F94e2107d4dE5d050eAA2ce8d25Dc8,xau
0xFe141CB23E8f8f37374Fa9f0eCA418e3a58ac886,eth
0x1E10fd3776F2C56a6416cF580651751DFB5e4af0,btc
0x99C58Ff6eFe3c033868e4992B8D4e22844D978FD,crv
0xFEC4ADBd81F94e2107d4dE5d050eAA2ce8d25Dc8,xag
0xBF352C5fA2b694C4FF93FEd9c2594629b69FbF07,doge
0x03349c002C03D3CA39E99bF4bFCEe2913A19274a,eth
0x318d6E8502b3Eb51dE83123F2346bD6A6F07675B,eth
0xb0d67E4bBC3cd203f18800099a11B7C921F4cc09,btc
0xaFEA22c65Da6D8dAcEE278Fd169eC56C76050C1e,eth
0xf42AD3E9bf4f1BE5Fcae6B0203e5Cd2ef3736c2a,eth
0xd3aE9E8FBcB39faC99f9dd79bf3dcD654a550d01,btc
0xA389B9a972Ab947A47d8a19a126438F4d7ab9E97,xau
0x4dd5d939486b23Aabcfd08A063811e42F7c2B6A9,xau
0xf2EFFd23c62E6a9634E178D5d62973A8EbFB5e38,link
0xa7670F11CfEc559C27181Ced56957F04448a99D1,xag
0x7C3B5646F69AA819e13d599B6f292Be97c776Fb4,eth
0xA77044f434932F08abF53E617814C1F812B3964F,aud
0xD80088f54f54d826a38cb21374a9489C77eD92E3,eth
0x31cb0239028169DDa765Cd00fD55d7e6dC460cc3,btc
0x660ea0E95f6c7D283a4579B5392e3A80455A2a69,atom
0x10440cC53842DeA8eD8cc9A52EA29732056c37a3,sui
0xB42EB720f4B281C8879D902d126B7D466d63C724,avax
0x0a0f80527E40458Bcc7D0414D5a916910f9421E5,eth
0x3D93f88e286abE6978255Ab77FcDb46172e33300,eth
0x7862f086f35F208A7D0C6848ff72AAa19ee92BE8,eth
0xE08B054E951809ED41A3a82Df3Ac43f26f820B68,atom
0xb0FAAc8CE870c0a1bfcd8A1B48029A98CD22A0Aa,btc
0xf9BcA69ba7d13d898180c9D6D1b4c504c44418F1,avax
0xB1A5076a54EE36376d59fBD5e9242e4f9165Fec6,eth
0xB42EB720f4B281C8879D902d126B7D466d63C724,btc
0x14a2955bdE023ff3fAa14C5dE15e3125c8b12356,eth
0x4DC4961c0B55319aCb7793D283C4EBD2E146a1E0,xau
0xC07314faf1AC9055ee2c8BeDf28d07F3F7dBADb4,eth
0x9C283AA6B1E6676b5Ded6C2A6242A80589C59112,eth
0xE3b799C948ED000161cF5d1E02f669724e4Bed56,eth
0xD2aE409a45a8921Aa573f7bC66fCc7e491D6642D,xau
0x9648421E2c676a233f87dbFE2BFE406a20D4c178,ltc
0x40b9358833c8441dA17Dc0FFBb6349ad3bC56C61,dydx
0x108Fe2f8dE35F2B9C2FF265B25BEc0d90f844b32,btc
0x8b161d04fEdD6c1516787556B5B1C9b6Bb3AfA69,btc
0xAA285b17d463C4Ed0859A7cf4d6bEb0ABD348953,eth
0xcAc22901AEEBbf2b90fE93Fc2A77b9F61C570155,btc
0xac4A6A266449C2714dB31FfD0259E500B6311e3A,ape
0x86F3762d24926164E7A4c7283a3b1ec4AC7dC275,eth
0x8F23B1606eB4781dD99C6d7b6c3cEfbfD376b58c,eth
0x78e719E493bda423ff3D74922345d170589852E0,eth
0xeF03933754676249aEa19B182DCf5437cCEF80Dc,eth
0x8b161d04fEdD6c1516787556B5B1C9b6Bb3AfA69,xrp
0xb3B0fFCdE76b4F6Dc5E5aCD0Fe05f8673DC4feD7,eth
0x83A4e88968Bd0b90D90ab9d325696cC259Bb60F1,aave
0x6A969e2856D16E10C15D37BbDedE148061613c8A,sui
0xB0f685e36D5b07b45047cCa508f69f2aFCF14293,btc
0x5B0190b756fCd4DC4e7Cad74a2f2e111E82530cf,eth
0x2217E90f9D9b3dE5CF82797d4a73E7416443c5F8,eth
0x3f09a22190eAc55ce4A2c93247b2d94c6cc12995,eth
0xe80D71FEc0F0168529Ec3128f203BA9685f4818A,gmx
0xdC2F581A97676a33Ba6759418dfF42816B0Cb638,eth
0x4e229595415CE234304139cCe95681c8f553772C,ftm
0x57290d49fF219d8aF04cC78f9cd9F073D4586a2A,eth
0x87DbfCA6A74473297B7e3e9951843b72a775cfdd,btc
0xf13CA47B25A1eB3e153af77C225B3a074401E771,op
0x26d7b548d1DcD88BA3b5b684a11C02d5b9eA4F72,xau
0x3C9D8fd2bCDbebe34add7ecB7a9aecA46f2f14fd,xrp
0xeF03933754676249aEa19B182DCf5437cCEF80Dc,btc
0x73Cb78f4316A3A76B05a91A7Cc2DbdD56CaEEaC8,xau
0xDA79bF4d504E07761bb377b60b005925488360c3,eth
0xBF352C5fA2b694C4FF93FEd9c2594629b69FbF07,eth
0x90f1eeD04DB14176bB47Ede5e98eA19B1b1DBfC5,eth
0x51541bac3C5FD45E93107B2945ef0674B163b1a1,matic
0x7FA43e84F05e6aA627AcFF8198112323B1e8E7BB,aave
0x4fcEFB4aFb205C8BAe8BcF44604a3cD9754955d0,pepe
0xF176018555eaf50BA806DfA2DBe4D613a3b9f29b,sol
0x3F4D7cf1184dBDE921ca787EC8F7B22B63ccADFD,eth
0x7FA43e84F05e6aA627AcFF8198112323B1e8E7BB,matic
0xa7670F11CfEc559C27181Ced56957F04448a99D1,aud
0x42fB0d175f165c0080A4B1d27C64D47f7B36433b,btc
0x4AecED053878b184827fFc9728e469ea0832Aaac,eth
0xFA6CcddAFff3441b4c158839189616063B409F6E,btc
0x8E24D78F761973963d954F8b5227A50D627501C1,eth
0xFf5475fcCFCDCFeCff3ac886531b8888baFf4ce6,eth
0xf9BcA69ba7d13d898180c9D6D1b4c504c44418F1,xrp
0x1B888038505d3Fd0b577d7076d355ED21b93cEfE,eth
0xd89B1aB99518bF15A3a33310561d662a53B93C97,btc
0x85447824d5dc10B9fb75928f8104890Eb54E7Ce1,gbp
0x7FA43e84F05e6aA627AcFF8198112323B1e8E7BB,uni
0xab09EbDfc8e1f0cbD5A7dE8B6ba545991FcB07fB,eth
0x3Be31B3a328389B3c3EeC7FD1dd08e5D9607f770,apt
0x2d185a444df82B03d562c33fe9676dCf20739De9,eur
0x3Be31B3a328389B3c3EeC7FD1dd08e5D9607f770,ftm
0x4071DdA0507bAbFd4Df20866A5cDCa835115bf5f,bnb
0x13B5d6Dee065bE872251107379D920CdE0F51212,eth
0xac4A6A266449C2714dB31FfD0259E500B6311e3A,eth
0xE1969F1be70d293848b20F2DfF9515e55AF799D8,eth
0xd96c0f841aEAbB9Db686099f4FB40Df7F071c1F9,eur
0x34Dab9a3e3b68C82CA933c0A4c4e0c30dA794722,btc
0x8AeE845f169834142de4B1D382d6462560750628,op
0x9A09d4b9ab38e16eA758e3346B86E67f16A64AA3,btc
0x1d4ACBC9F70Cadd4E6Eb215731B8a20BB848D042,eth
0x08F38B09777486BAC18DF882F2B9e9a181E36Bc2,btc
0xE32c6b5e2F1170bb801f7502B0Cd7E281af6De0F,eth
0xd3aE9E8FBcB39faC99f9dd79bf3dcD654a550d01,eth
0x1583F1f6599F21f559E77e563E6Ca6CED06a6e74,btc
0xB691B94e880eC51494EF5D72F84c533ee0B1a2C8,eth
0x87DbfCA6A74473297B7e3e9951843b72a775cfdd,eth
0x0854749226E6F94609F9B8F24F6810390A7d78c7,eth
0x62DB6B43b863b19888fAaf1DCfC181DEE8B1d998,btc
0x200E96a02D98b932E8c23Aed4d0F14fDb847a52D,btc
0x99C58Ff6eFe3c033868e4992B8D4e22844D978FD,link
0x4D5105964Df262B6610cFA073Ec4bc14E67FD8Fd,ltc
0x4fcEFB4aFb205C8BAe8BcF44604a3cD9754955d0,avax
0x3Bb685b72f7D81FE86a87B33705624bc85e29BD4,btc
0xb0d67E4bBC3cd203f18800099a11B7C921F4cc09,bnb
0x269164da0534E7040883ae96d839A881b4d60C60,ape
0xb4FB9a94cEE0bE31bcC69D5dE894AE0fC9d25466,eth
0xDFaf81fa8343dBDc9cF9010438B32ef15863e575,sui
0x3037C04F9F65f2c9891BfA8433F99e8B83146D5B,eth
0xac4A6A266449C2714dB31FfD0259E500B6311e3A,shib
0x1D5486F00BCbaF71bE72D981Fc9eD2aB5bF231F6,btc
0xF065e5664FeA5CB9419E352a2EE773a9E00D220D,btc
0xe359569C5E6F291e728EC9cd1AB15D6370261c33,eth
0xE2e8a4780b3740F6a17C6111e58D8Ba1a407605A,eth
0x2217E90f9D9b3dE5CF82797d4a73E7416443c5F8,ltc
0xdebb80d4AD9996CBaF026CaE36c4905Fbda4293d,crv
0x5F65cED25abf50477f3044BB6CEa1076Cd9dB83A,eth
0xcB97b17C4370C4a01b977cb377eD2D4eAa53ada8,dot
0x6192C5cFA9AC38dE8Bc84b9F0F6480b237323866,eth
0x0854749226E6F94609F9B8F24F6810390A7d78c7,gmx
0xf67ee7222Ee6144aBf4344c6537a7d612A9b7F40,doge
0x4311C825bec885e193E31Aa7f51161F204a11289,eth
0x8aF3eBED4621b470343dF1198d2993125d9c6E1e,link
0xB4E9C31864D9c48F68746aE543aa1966048dC800,doge
0xa7aA851c6E7f65780d615137AA41c40e04c36D38,ldo
0x03a2c696A3Ec7eDA490023A2BE60d8a23E69dE1B,btc
0x166114D4583F9112B6C5806BED79412E9319c0B1,eth
0xB35cacd632D14b03afff477CA2Bac6033bAcC8fB,btc
0x75Cdd239C5E657DB1213a98dF1c19BF6512a53C0,eth
0x546fe47eF70b1da36dFc3aE959bd5253030C34C9,btc
0x6a5dBF2Fb5206EC8192620810C3edB6d5e62B188,eth
0xac1307AF0206fD0aaccc025bfded17A0A7033f64,eth
0x546fe47eF70b1da36dFc3aE959bd5253030C34C9,ltc
0x57F18609F2713700935caa5f3fefD7f0cdf94a94,xrp
0xD26515133C4faC0efb9Ea29af6D7a00055967261,eth
0x56e68ff23Ae95E86ec45369067A4Fc818E76B121,op
0x365FeE8d78fC60aff30C5435365F2FcA0239cCec,xau
0x7FA43e84F05e6aA627AcFF8198112323B1e8E7BB,dot
0x07612798e1f696F04FF3e803E75d85bD0Ac103a3,link
0x2498a660c7445Fb78769129544949742203787f3,op
0x4320439ff4D36ed02eB455C5e50b9D0596b319AF,doge
0x4f74f5f7031F4b75Dd5D04845AbAa2580E05590d,sol
0x70B20dC750CCc55b731Eadf5193Ca55768bCB448,ape
0x937136457E98EB407d3Db4d4019dD88e55F87709,eth
0x11d8b85A53C6A675a75938577488AB41781A9c51,eth
0x1583F1f6599F21f559E77e563E6Ca6CED06a6e74,eth
0x5Af4E2Efe5B66A3828e33EAf383d3cb5cc94f12a,eth
0x64669548DCc57C2D542b7fDDceea05ef5037d7D4,apt
0x0d05205584090f79e36A39c8175d37876922453c,sol
0x64669548DCc57C2D542b7fDDceea05ef5037d7D4,sol
0x7D3FD9FE9FE897902F55F1CcE0c9579E11e015C3,xrp
0xC90a75420e23183FfD6F2D576F07f5699686656B,btc
0xc97E11fcFF2e2a370c6AF376ABCdaa0045E31391,avax
0x0FB06fBc566E435c297a6c61b9624D1A48829417,sol
0x6E057FD1dB57729Bb491397e7406E253806684f6,eth
0x6916ccdE9208D9CD57AED8a7d7eb0A1735FBf19A,eth
0x0FB06fBc566E435c297a6c61b9624D1A48829417,xag
0xd7296FF4A3D28C9A38808dd0c8Ebc35F976D2ebB,btc
0xA77044f434932F08abF53E617814C1F812B3964F,link
0x29C2000565418FBaf188E281644cC11A8F900CD0,gmx
0xC8b6f5CF04Fd696dd490B30AaeB0EA8bbb1Ec4f1,eth
0x1129c7f5d893992F6224c5f887b9483481Ae9D43,btc
0x459F550DA937c1f8a1E06e6BF50e179a489159af,xrp
0x6fb737D1Ebb73cda6CFA36Fd16D9273065D1b084,xag
